ID,CREATEDBYSTAFFID,CREATEDDATE,LASTUPDATEDBYSTAFFID,LASTUPDATEDDATE,STATUS,DESCRIPTION,ENTITY,REGEXKEY,VALUE
1,1,2016-07-11 16:21:09.0000,1,2016-07-11 16:21:09.0000,ACTIVE,Access Group Name Regex,AccessGroup,AccessGroup.name,"^.{1,60}$"
2,1,2016-07-11 16:21:09.0001,1,2016-07-11 16:21:09.0001,ACTIVE,Access Group Description Regex,AccessGroup,AccessGroup.description,"^.{1,250}$"
3,1,2016-07-11 16:21:09.0002,1,2016-07-11 16:21:09.0002,ACTIVE,Access Group Change Status - Reason for Change,AccessGroup,AccessGroup.reason.to.change,"^[\\p{L} .'-]+{1,255}$"
4,1,2016-07-11 16:21:09.0003,1,2016-07-11 16:21:09.0003,ACTIVE,Username regex,Staff,Staff.username,"^[[^\W\d/']]{1,255}$"
5,1,2016-07-11 16:21:09.0004,1,2016-07-11 16:21:09.0004,ACTIVE,First Name regex,Staff,Staff.firstName,"^[[^\W\d]\s/']{1,255}$"
6,1,2016-07-11 16:21:09.0005,1,2016-07-11 16:21:09.0005,ACTIVE,Last Name regex,Staff,Staff.lastName,"^[[^\W\d]\s/']{1,255}$"
7,1,2016-07-11 16:21:09.0006,1,2016-07-11 16:21:09.0006,ACTIVE,Staff Code regex,Staff,Staff.staffCode,"^[\w]{1,255}$"
8,1,2016-07-11 16:21:09.0007,1,2016-07-11 16:21:09.0007,ACTIVE,Staff Change Status - Reason for Change,Staff,STAFF_REASON_FOR_CHANGE_REGEX,"^[\\p{L} .'-]+{1,255}$"
9,1,2016-07-11 16:21:09.0008,1,2016-07-11 16:21:09.0008,ACTIVE,Middle name regex,Staff,Staff.middleName,"^[[^\W\d]\s/']{0,255}$"
10,1,2016-07-11 16:21:09.0009,1,2016-07-11 16:21:09.0009,ACTIVE,Address regex,Staff,Staff.address,"^[\w-._,/'][\w\s-._,/']{1,500}$"
11,1,2016-07-11 16:21:09.0010,1,2016-07-11 16:21:09.0010,ACTIVE,Address2 regex,Staff,Staff.address2,"^[\w-._,/'][\w\s-._,/']{0,500}$"
12,1,2016-07-11 16:21:09.0011,1,2016-07-11 16:21:09.0011,ACTIVE,City regex,Staff,Staff.city,"^[^\W\d/']{1,255}$"
13,1,2016-07-11 16:21:09.0012,1,2016-07-11 16:21:09.0012,ACTIVE,State regex,Staff,Staff.state,"^[^\W\d/']{0,255}$"
14,1,2016-07-11 16:21:09.0013,1,2016-07-11 16:21:09.0013,ACTIVE,Country regex,Staff,Staff.country,"^[^\W\d/']{0,255}$"
15,1,2016-07-11 16:21:09.0014,1,2016-07-11 16:21:09.0014,ACTIVE,Pincode regex,Staff,Staff.pincode,"^[0-9]{1,255}$"
16,1,2016-07-11 16:21:09.0015,1,2016-07-11 16:21:09.0015,ACTIVE,Landline regex,Staff,Staff.landlineNo,"^[0-9]{0,20}$"
17,1,2016-07-11 16:21:09.0016,1,2016-07-11 16:21:09.0016,ACTIVE,Mobile Number regex,Staff,Staff.mobileNo,"^[0-9]{1,20}$"
18,1,2016-07-11 16:21:09.0017,1,2016-07-11 16:21:09.0017,ACTIVE,Server Name,Server,Server.name,"^[\w-._,][\w\s-._,/']{1,200}+$"
19,1,2016-07-11 16:21:09.0018,1,2016-07-11 16:21:09.0018,ACTIVE,Server Description,Server,Server.description,"^[\w\s-./,/']{0,2000}$"
20,1,2016-07-11 16:21:09.0019,1,2016-07-11 16:21:09.0019,ACTIVE,Server Utility Port,Server,Server.utilityPort,(102[3-9]|10[3-9][0-9]|1[1-9][0-9]{2}|[2-9][0-9]{3}|[1-5][0-9]{4}|6[0-4][0-9]{3}|65[0-4][0-9]{2}|655[0-2][0-9]|6553[0-6])
21,1,2016-07-11 16:21:09.0020,1,2016-07-11 16:21:09.0020,ACTIVE,Server Instance Logfile Path,ServerInstance,SERVERINSTANCE_LOG_FILEPATH_REGEX,"^[\_$\w:/]{1,200}$"
22,1,2016-07-11 16:21:09.0021,1,2016-07-11 16:21:09.0021,ACTIVE,Server Instance File Storage Destination Path,ServerInstance,SERVERINSTANCE_FILESTORAGENAME_REGEX,"^[\_$\s\w:./]{1,200}$"
23,1,2016-07-11 16:21:09.0022,1,2016-07-11 16:21:09.0022,ACTIVE,Server Instance Name,ServerInstance,ServerInstance.name,"^[\w-._,/'][\w\s-._,/']{1,200}+$"
24,1,2016-07-11 16:21:09.0023,1,2016-07-11 16:21:09.0023,ACTIVE,Server Instance Description,ServerInstance,ServerInstance.description,"^[\w\s-./,/']{0,2000}$"
25,1,2016-07-11 16:21:09.0024,1,2016-07-11 16:21:09.0024,ACTIVE,Server Instance port,ServerInstance,ServerInstance.port,(102[4-9]|10[3-9][0-9]|1[1-9][0-9]{2}|[2-9][0-9]{3}|[1-5][0-9]{4}|6[0-4][0-9]{3}|65[0-4][0-9]{2}|655[0-2][0-9]|6553[0-5])
26,1,2016-07-11 16:21:09.0025,1,2016-07-11 16:21:09.0025,ACTIVE,Server Instance Try To Connect Count,ServerInstance,ServerInstance.maxConnectionRetry,"^[0-9]{1,5}+$"
27,1,2016-07-11 16:21:09.0026,1,2016-07-11 16:21:09.0026,ACTIVE,Server Instance Connection Retry Interval,ServerInstance,ServerInstance.retryInterval,"^[0-9]{1,5}+$"
28,1,2016-07-11 16:21:09.0027,1,2016-07-11 16:21:09.0027,ACTIVE,Server Instance Connection Timeout,ServerInstance,ServerInstance.connectionTimeout,"^[0-9]{1,20}+$"
29,1,2016-07-11 16:21:09.0028,1,2016-07-11 16:21:09.0028,ACTIVE,Server Instance File Storage Location Regex,DataSourceConfig,ServerInstance.fileStorageLocation,"^[\_$\s.\w:/]{1,500}$"
30,1,2016-07-11 16:21:09.0029,1,2016-07-11 16:21:09.0029,ACTIVE,Server Instance DsConfig Pojo name,DataSourceConfig,ServerInstance.datasourceConfig.dsPojo.name,"^[\w_/]{1,200}$"
31,1,2016-07-11 16:21:09.0030,1,2016-07-11 16:21:09.0030,ACTIVE,Server Instance Min Memory Allocation,ServerInstance,ServerInstance.minMemoryAllocation,"^[0-9]{1,20}+$"
32,1,2016-07-11 16:21:09.0031,1,2016-07-11 16:21:09.0031,ACTIVE,Server Instance Max Memory Allocation,ServerInstance,ServerInstance.maxMemoryAllocation,"^[0-9]{1,20}+$"
33,1,2016-07-11 16:21:09.0032,1,2016-07-11 16:21:09.0032,ACTIVE,Server Instance Threshold Time Interval Regex,ServerInstance,ServerInstance.thresholdTimeInterval,"^[0-9]{1,10}$"
34,1,2016-07-11 16:21:09.0033,1,2016-07-11 16:21:09.0033,ACTIVE,Server Instance Threshold Memory Regex,ServerInstance,ServerInstance.thresholdMemory,"^[0-9]{1,10}$"
35,1,2016-07-11 16:21:09.0034,1,2016-07-11 16:21:09.0034,ACTIVE,Server Instance Load Average Regex,ServerInstance,ServerInstance.loadAverage,"^[0-9]{1,10}$"
36,1,2016-07-11 16:21:09.0035,1,2016-07-11 16:21:09.0035,ACTIVE,Server Instance LogsDetail Log Path Location Regex,DataSourceConfig,ServerInstance.logsDetail.logPathLocation,"^[\_$\w:/]{0,200}$"
37,1,2016-07-11 16:21:09.0036,1,2016-07-11 16:21:09.0036,ACTIVE,Server Instance LogsDetail Max Rolling Unit Regex,DataSourceConfig,ServerInstance.logsDetail.maxRollingUnit,"^[0-9]{1,200}$"
38,1,2016-07-11 16:21:09.0037,1,2016-07-11 16:21:09.0037,ACTIVE,Server Instance LogsDetail Rolling Value Regex,DataSourceConfig,ServerInstance.logsDetail.rollingValue,"^[0-9]{1,200}$"
39,1,2016-07-11 16:21:09.0038,1,2016-07-11 16:21:09.0038,ACTIVE,Server Instance Min Disk Space Regex,ServerInstance,ServerInstance.minDiskSpace,"-1|([0-9]{1,10})$"
40,1,2016-07-11 16:21:09.0039,1,2016-07-11 16:21:09.0039,ACTIVE,Server Instance Script Name,ServerInstance,ServerInstance.scriptName,"^[\w._]{1,100}+$"
41,1,2016-07-11 16:21:09.0040,1,2016-07-11 16:21:09.0040,ACTIVE,Datasourceconfig Name Regex,DataSourceConfig,DataSourceConfig.name,"^[\w@_:.][\w\s@_:.]{0,200}+$"
42,1,2016-07-11 16:21:09.0041,1,2016-07-11 16:21:09.0041,ACTIVE,Datasourceconfig Connection URL Regex,DataSourceConfig,DataSourceConfig.connURL,"^[\w@:/.][\w\s@/:.]{0,255}+$"
43,1,2016-07-11 16:21:09.0042,1,2016-07-11 16:21:09.0042,ACTIVE,Datasourceconfig Type Regex,DataSourceConfig,DataSourceConfig.type,"^(1-9){0,255}$"
44,1,2016-07-11 16:21:09.0043,1,2016-07-11 16:21:09.0043,ACTIVE,Datasourceconfig Username Regex,DataSourceConfig,DataSourceConfig.username,"^.{1,255}$"
45,1,2016-07-11 16:21:09.0044,1,2016-07-11 16:21:09.0044,ACTIVE,Datasourceconfig Password Regex,DataSourceConfig,DataSourceConfig.password,"^.{1,255}$"
46,1,2016-07-11 16:21:09.0045,1,2016-07-11 16:21:09.0045,ACTIVE,Datasourceconfig Min Pool Size Regex,DataSourceConfig,DataSourceConfig.minPoolSize,"^[0-9]{1,10}+$"
47,1,2016-07-11 16:21:09.0046,1,2016-07-11 16:21:09.0046,ACTIVE,Datasourceconfig Max Pool Size Regex,DataSourceConfig,DataSourceConfig.maxPoolsize,"^[0-9]{1,10}+$"
48,1,2016-07-11 16:21:09.0047,1,2016-07-11 16:21:09.0047,ACTIVE,Service Name,Service,Service.name,"^[\w-._,/''][\w\s-._,/'']{1,200}+$"
49,1,2016-07-11 16:21:09.0048,1,2016-07-11 16:21:09.0048,ACTIVE,Service Description,Service,Service.description,"^[\w\s-./,/']{0,2000}$"
50,1,2016-07-11 16:21:09.0049,1,2016-07-11 16:21:09.0049,ACTIVE,Service Scheduling time,Service,Service.serviceSchedulingParams.time,"^(([01]?[0-9]|2[0-3]):[0-5][0-9]:[0-5][0-9]){1,8}$"
51,1,2016-07-11 16:21:09.0050,1,2016-07-11 16:21:09.0050,ACTIVE,Service Excecution interval,Service,Service.svcExecParams.executionInterval,"^[0-9]{1,7}$"
52,1,2016-07-11 16:21:09.0051,1,2016-07-11 16:21:09.0051,ACTIVE,Service File Batch size,Service,Service.svcExecParams.fileBatchSize,"^[0-9]{1,3}$"
53,1,2016-07-11 16:21:09.0052,1,2016-07-11 16:21:09.0052,ACTIVE,Service Max thread,Service,Service.svcExecParams.maxThread,"^[0-9]{1,3}$"
54,1,2016-07-11 16:21:09.0053,1,2016-07-11 16:21:09.0053,ACTIVE,Service Min Thread,Service,Service.svcExecParams.minThread,"^[0-9]{1,3}$"
55,1,2016-07-11 16:21:09.0054,1,2016-07-11 16:21:09.0054,ACTIVE,Service Queue Size,Service,Service.svcExecParams.queueSize,"^[0-9]{1,7}$"
56,1,2016-07-11 16:21:09.0055,1,2016-07-11 16:21:09.0055,ACTIVE,Driver Name,Drivers,Drivers.name,"^[\w-._,/'][\w\s-._,/']{1,200}+$"
57,1,2016-07-11 16:21:09.0056,1,2016-07-11 16:21:09.0056,ACTIVE,Driver TimeOut,Drivers,Drivers.timeout,"^[0-9]{1,7}$"
58,1,2016-07-11 16:21:09.0057,1,2016-07-11 16:21:09.0057,ACTIVE,Driver Min file range,Drivers,Drivers.minFileRange,"-1|([0-9]{1,10})$"
59,1,2016-07-11 16:21:09.0058,1,2016-07-11 16:21:09.0058,ACTIVE,Driver Max file range,Drivers,Drivers.maxFileRange,"-1|([0-9]{1,10})$"
60,1,2016-07-11 16:21:09.0059,1,2016-07-11 16:21:09.0059,ACTIVE,Driver Max Retry count,Drivers,Drivers.maxRetrycount,"-1|([0-9]{1,10})$"
61,1,2016-07-11 16:21:09.0060,1,2016-07-11 16:21:09.0060,ACTIVE,Collection Driver No file alert interval,CollectionDriver,CollectionDriver.noFileAlert,"-1|([0-9]{0,5})$"
62,1,2016-07-11 16:21:09.0061,1,2016-07-11 16:21:09.0061,ACTIVE,Collection Driver Archive path,CollectionDriver,CollectionDriver.fileGroupingParameter.archivePath,"^[\_$\w:/]{1,500}$"
63,1,2016-07-11 16:21:09.0062,1,2016-07-11 16:21:09.0062,ACTIVE,FTP Collection Driver port,FTPCollectionDriver,FTPCollectionDriver.ftpConnectionParams.port,"^([0-9]{1,4}|[1-5][0-9]{4}|6[0-4][0-9]{3}|65[0-4][0-9]{2}|655[0-2][0-9]|6553[0-5])$"
64,1,2016-07-11 16:21:09.0063,1,2016-07-11 16:21:09.0063,ACTIVE,FTP Collection Driver username,FTPCollectionDriver,FTPCollectionDriver.ftpConnectionParams.username,"^.{1,200}$"
65,1,2016-07-11 16:21:09.0064,1,2016-07-11 16:21:09.0064,ACTIVE,FTP Collection Driver password,FTPCollectionDriver,FTPCollectionDriver.ftpConnectionParams.password,"^.{1,200}$"
66,1,2016-07-11 16:21:09.0065,1,2016-07-11 16:21:09.0065,ACTIVE,FTP Collection Driver timeout,FTPCollectionDriver,FTPCollectionDriver.ftpConnectionParams.timeout,"^[0-9]{1,7}$"
67,1,2016-07-11 16:21:09.0066,1,2016-07-11 16:21:09.0066,ACTIVE,FTP Collection Driver fileSeparator,FTPCollectionDriver,FTPCollectionDriver.ftpConnectionParams.fileSeparator,^[:/\\;]{1}$
68,1,2016-07-11 16:21:09.0067,1,2016-07-11 16:21:09.0067,ACTIVE,FTP Collection Driver file fetch interval,FTPCollectionDriver,FTPCollectionDriver.myFileFetchParams.FileFetchIntervalMin,"^[0-9]{1,3}$"
69,1,2016-07-11 16:21:09.0068,1,2016-07-11 16:21:09.0068,ACTIVE,PathList Name,PathList,PathList.name,"^[\w-._,/'][\w\s-._,/']{1,200}+$"
70,1,2016-07-11 16:21:09.0069,1,2016-07-11 16:21:09.0069,ACTIVE,PathList read File Path,PathList,PathList.readFilePath,"^[\_$\w:/]{1,500}$"
71,1,2016-07-11 16:21:09.0070,1,2016-07-11 16:21:09.0070,ACTIVE,PathList write File Path,CommonPathList,CommonPathList.writeFilePath,"^[\_$\w:/]{1,500}$"
72,1,2016-07-11 16:21:09.0071,1,2016-07-11 16:21:09.0071,ACTIVE,PathList ReadFileName Prefix,CommonPathList,CommonPathList.readFilenamePrefix,"^[^<>:""/\|?*]{0,100}$"
73,1,2016-07-11 16:21:09.0072,1,2016-07-11 16:21:09.0072,ACTIVE,PathList ReadFileName Suffix,CommonPathList,CommonPathList.readFilenameSuffix,"^[^<>:""/\|?*]{1,100}$"
74,1,2016-07-11 16:21:09.0073,1,2016-07-11 16:21:09.0073,ACTIVE,PathList ReadFileName Containts,CommonPathList,CommonPathList.readFilenameContains,"^[^<>:""/\|?*]{0,100}$"
75,1,2016-07-11 16:21:09.0074,1,2016-07-11 16:21:09.0074,ACTIVE,PathList WriteFileName Prefix,CommonPathList,CommonPathList.writeFilenamePrefix,"^[^<>:""/\|?.*]{0,100}$"
76,1,2016-07-11 16:21:09.0075,1,2016-07-11 16:21:09.0075,ACTIVE,PathList Max File Count Alert,CollectionDriverPathList,CollectionDriverPathList.maxFilesCountAlert,"^[0-9-]{1,7}$"
77,1,2016-07-11 16:21:09.0076,1,2016-07-11 16:21:09.0076,ACTIVE,PathList Date Format,CollectionDriverPathList,CollectionDriverPathList.dateFormat,"([dMyhmsHS0-9//:-]+){1,30}"
78,1,2016-07-11 16:21:09.0077,1,2016-07-11 16:21:09.0077,ACTIVE,PathList Start Index,CollectionDriverPathList,CollectionDriverPathList.startIndex,"-1|([0-9]{0,7})$"
79,1,2016-07-11 16:21:09.0078,1,2016-07-11 16:21:09.0078,ACTIVE,PathList End Index,CollectionDriverPathList,CollectionDriverPathList.endIndex,"-1|([0-9]{0,7})$"
80,1,2016-07-11 16:21:09.0079,1,2016-07-11 16:21:09.0079,ACTIVE,PathList Seq. Start Index,CollectionDriverPathList,CollectionDriverPathList.seqStartIndex,"-1|([0-9]{0,7})$"
81,1,2016-07-11 16:21:09.0080,1,2016-07-11 16:21:09.0080,ACTIVE,PathList Seq. End Index,CollectionDriverPathList,CollectionDriverPathList.seqEndIndex,"-1|([0-9]{0,7})$"
82,1,2016-07-11 16:21:09.0081,1,2016-07-11 16:21:09.0081,ACTIVE,PathList max Counter Limit,CollectionDriverPathList,CollectionDriverPathList.maxCounterLimit,"^[0-9]{0,7}$"
83,1,2016-07-11 16:21:09.0082,1,2016-07-11 16:21:09.0082,ACTIVE,Service Option Template Id,Service,Service.optionTemplateId,"^[0-9,]{0,50}$"
84,1,2016-07-11 16:21:09.0083,1,2016-07-11 16:21:09.0083,ACTIVE,Service Option Template Key,Service,Service.optionTemplateKey,"^[\w]{0,50}$"
85,1,2016-07-11 16:21:09.0084,1,2016-07-11 16:21:09.0084,ACTIVE,Service Option Template Value,Service,Service.optionTemplateValue,"^[\w]{0,50}$"
86,1,2016-07-11 16:21:09.0085,1,2016-07-11 16:21:09.0085,ACTIVE,Service Option Copy To Template Id,Service,Service.optionCopytoTemplateId,"^[0-9,]{0,50}$"
87,1,2016-07-11 16:21:09.0086,1,2016-07-11 16:21:09.0086,ACTIVE,Service Option Copy To Field,Service,Service.optionCopyTofield,"^[0-9,]{0,50}"
88,1,2016-07-11 16:21:09.0087,1,2016-07-11 16:21:09.0087,ACTIVE,Binary File Location,Service,Service.binaryfileLocation,"^[\_\w/][a-zA-Z0-9\\_$\\s.\\w:,/]{1,200}$"
89,1,2016-07-11 16:21:09.0088,1,2016-07-11 16:21:09.0088,ACTIVE,Service Netflow Port,Service,Service.netFlowPort,"^[0-9]{0,10}$"
90,1,2016-07-11 16:21:09.0089,1,2016-07-11 16:21:09.0089,ACTIVE,Service Socket Receive Buffer Size,Service,Service.sktRcvBufferSize,"^[0-9]{0,19}$"
91,1,2016-07-11 16:21:09.0090,1,2016-07-11 16:21:09.0090,ACTIVE,Service Socket Send Buffer Size,Service,Service.sktSendBufferSize,"^[0-9]{0,19}$"
92,1,2016-07-11 16:21:09.0091,1,2016-07-11 16:21:09.0091,ACTIVE,Service Bulk Write Limit,Service,Service.bulkWriteLimit,"^[0-9]{0,10}$"
93,1,2016-07-11 16:21:09.0092,1,2016-07-11 16:21:09.0092,ACTIVE,Max Packet Size,Service,Service.maxPktSize,"^[0-9]{0,19}$"
94,1,2016-07-11 16:21:09.0093,1,2016-07-11 16:21:09.0093,ACTIVE,Service Max Write Buffer size,Service,Service.maxWriteBufferSize,"^[0-9]{0,19}$"
95,1,2016-07-11 16:21:09.0094,1,2016-07-11 16:21:09.0094,ACTIVE,Service Parallel File Write Count,Service,Service.parallelFileWriteCount,"-1|([0-9]{0,10})$"
96,1,2016-07-11 16:21:09.0095,1,2016-07-11 16:21:09.0095,ACTIVE,Service SNMP Time Interval,Service,Service.snmpTimeInterval,"^[0-9]{0,10}$"
97,1,2016-07-11 16:21:09.0096,1,2016-07-11 16:21:09.0096,ACTIVE,Service Max Idel Communication Time,Service,Service.maxIdelCommuTime,"^[0-9]{0,10}$"
